cost,unitsSoldClicks1d,campaignId,campaignStatus,clicks,purchases1d,sales1d,impressions,campaignName,campaignBudgetAmount
5758.92,68,434949171306845,ENABLED,812,34,93549.64,78483,SP-KT-EVA Kids Mat- (Interlocking Play Mats for Kids),400.0
234.12,1,481858925749401,ENABLED,19,1,800.85,2915,SP-KT-ASM- *(Cupboard Sheets for Wardrobe),200.0
805.92,1,361513023137601,PAUSED,91,1,847.62,5675,SP-KT-EVA Kids Mat- (EVA Mats for Kids Play School),500.0
0,0,331738096813242,ENABLED,0,0,0,21,SP-PT-ASM- (B08W3CF11M Elastpro),100.0
46.92,0,318522016017251,ENABLED,4,0,0,143,SP-KT-EVA Kids Mat- (Foam Mats for Floor for Kids),100.0
26848.72,119,460560326042273,ENABLED,4468,98,241706.72,463579,SPA-EVA Kids Mat,1200.0
0,0,311253773167965,ENABLED,0,0,0,42,SP-PT-ASM- (B0D8L853WP Niwlix),100.0
148.44,0,378868144920280,ENABLED,9,0,0,823,SP-KT-ASM- (Wardrobe Mats for Shelves ),100.0
100.61,0,437939594309990,ENABLED,6,0,0,122,SP-KT-ASM- (Shelf Liners for Wardrobe),200.0
32.45,0,397921303990091,ENABLED,3,0,0,362,SP-KT-EVA Kids Mat- (Kids Foam Mats for Floor),100.0
216.69,2,393420118810470,ENABLED,19,2,669.49,4809,SP-KT-ASM- (Kitchen Liners for Shelves),100.0
504.51,4,312776668337788,ENABLED,69,3,10723.81,3096,SP-PT-EVA Kids Mat- (EhomeKart),100.0
1127.91,4,453925073664635,ENABLED,141,4,1228.82,14817,SP-PT-ASM- (B0831486NM Elastpro),150.0
42.77,1,501488475596951,ENABLED,3,1,394.07,2032,SP-KT-ASM- (Kitchen Cabinet Sheets),100.0
0,0,363965848277310,ENABLED,0,0,0,114,SP-KT-ASM- (Shelf Mat Roll),100.0
94.55,1,514370064841799,ENABLED,8,1,567.8,767,SP-PT-ASM- (B09YP2YQK1 KayJen),100.0
956.59,1,285714512263106,ENABLED,54,1,227.97,16282,SP-KT-ASM- (Plastic Sheet for Kitchen Shelves ),100.0
23.32,0,386340068839095,ENABLED,4,0,0,319,SP-KT-EVA Kids Mat- (Kids Tiles Mat),100.0
1602.26,5,375672305710823,ENABLED,249,5,9329.52,16062,SP-PT-EVA Kids Mat- (B0CDH4X4DD Liltoes),300.0
5485.89,46,440217389542115,ENABLED,334,35,32489.06,67264,SP-KT-ASM- *(Shelf Liners),400.0
137.64,4,554810470939685,ENABLED,12,3,3057.61,3765,SP-KT-ASM- *(Shelf Liners for Kitchen Shelves),300.0
841.17,6,364312210411355,ENABLED,72,5,2371.21,10620,SP-PT-ASM- (B078X7KLTH Urbanfix),100.0
199.54,3,281721250618996,ENABLED,24,3,2351.7,5189,SPA-ASM Diamond (60x10),100.0
0,0,356879136798212,ENABLED,0,0,0,26,SP-KT-ASM- (Kitchen Sheet),100.0
35.83,0,379751195948265,ENABLED,7,0,0,462,SP-KT-EVA Kids Mat- (Play Mats for Kids),100.0
1805.16,3,507079243994443,ENABLED,185,3,3106.66,27429,SP-KT-EVA Kids Mat- (Interlocking Mat),100.0
61.8,1,331882053519282,ENABLED,6,1,1989.52,1016,SP-KT-EVA Kids Mat- (Kids Mats for Floor),300.0
785.36,1,553611405993082,ENABLED,92,1,1703.81,9196,SP-KT-EVA Kids Mat- (Mat for Kids),600.0
3267.69,19,314100822945498,ENABLED,542,10,28316.18,108613,SPA-EVA Kids Mat PO9,500.0
198.67,2,322293949677831,ENABLED,21,2,1465.26,1108,SP-Category-ASM-Defensive,300.0
4257.09,12,514376000626403,ENABLED,753,12,21800.95,87938,SPA-EVA Gym Mat (Ehk),400.0
526.44,0,480842516628992,ENABLED,59,0,0,8089,SP-KT-EVA Kids Mat PO9-(Kids Play Mat for Floor),100.0
322.65,1,514731629828272,ENABLED,38,1,1703.81,5619,SP-KT-EVA Kids Mat PO9-(Mat for Kids),400.0
691.23,0,359177074319606,PAUSED,98,0,0,11164,SP-KT-EVA Kids Mat PO9-Multi 'baby mat' keywords,100.0
932.63,0,479887372545119,ENABLED,101,0,0,9692,SP-KT-EVA Kids Mat PO9-(Floor Mat for Kids),500.0
865.72,1,519229272545713,ENABLED,117,1,3423.81,8799,SP-PT-EVA Kids Mat PO9-(Xtrim),100.0
530.73,1,438170424828826,ENABLED,55,1,1654.29,4834,SP-KT-EVA Kids Mat PO9-(Foam Mat for Kids),100.0
435.55,1,460625290284031,ENABLED,56,1,1989.52,7969,SP-KT-EVA Kids Mat PO9-(Interlocking Mat),100.0
789.99,3,395696090344363,ENABLED,104,3,5682.85,12236,SP-KT-EVA Kids Mat PO9-(Interlocking Play Mat for Kids),100.0
4719.94,34,370168059053294,ENABLED,441,28,16967.02,125533,SP-KT-ASM-Multi Keywords,300.0
3469.04,31,282503681912197,ENABLED,194,24,22355.13,19499,SP-PT-ASM- (B0D7W73KZ1 Senego),700.0
13422.36,109,366720014146644,ENABLED,1102,95,53561.79,184005,SPA-Storage Bag,700.0
